eu_eu;the_escalation_of_the_ukraine_ukraine
eu_the_european_union;the_escalation_of_the_ukraine_a_united_ukraine_a_federalized_ukraine_a_finlandized_ukraine_that_is_not_allied_with_the_eu_and_nato_or_with_russia
