companies;russia
putin;canada_canada_broke_with_the_united_states_and_did_not_impose_sanctions_on_two_key_allies_of_russian_president_vladimir_putin_because_the_pair_had_canadian_business_interests_according_to_sources_familiar_with_the_matter
