Harper;announce_sanction_against
announce_sanction_against;Russia
Harper;announce_sanction_against
announce_sanction_against;SS
Japan;announce_sanction_against
announce_sanction_against;Israel
Japan;announce_sanction_against
announce_sanction_against;Russia
Japan;announce_sanction_against
announce_sanction_against;Russia
AP;announce_sanction_against
announce_sanction_against;Russia
Japan;announce_sanction_against
announce_sanction_against;SS
Japan;announce_sanction_against
announce_sanction_against;Russia
AP;announce_sanction_against
announce_sanction_against;Russia
Europe;announce_sanction_against
announce_sanction_against;Russia
EU;announce_sanction_against
announce_sanction_against;Russia
UN;announce_sanction_against
announce_sanction_against;Russia
